field_id,crop_type,ndvi_m1,ndwi_m1,evi_m1,ndvi_m2,ndwi_m2,evi_m2,ndvi_m3,ndwi_m3,evi_m3,ndvi_m4,ndwi_m4,evi_m4,ndvi_m5,ndwi_m5,evi_m5,ndvi_m6,ndwi_m6,evi_m6,ndvi_m7,ndwi_m7,evi_m7,ndvi_m8,ndwi_m8,evi_m8,ndvi_m9,ndwi_m9,evi_m9,ndvi_m10,ndwi_m10,evi_m10,ndvi_m11,ndwi_m11,evi_m11,ndvi_m12,ndwi_m12,evi_m12,sar_vh_vv
F_010,Paddy,0.3901632416999514,-0.418436871733013,0.20678846736556417,0.2656643311273443,-0.24627109053255397,0.12380437589260879,0.2320701400189516,-0.3447744758240683,0.10382107515871425,0.43838806046974865,-0.3913587659301428,0.24040422490676983,0.22751387390071814,-0.4810976108020266,0.11167651986040547,0.6732369411201752,-0.5327033109955036,0.5300840568217501,0.7923377594457971,-0.5339401244923923,0.7943702664511445,0.8803813709092831,-0.6605079457252288,1.0326788425965578,0.7952154230632293,-0.674588810372487,0.9238225033173869,0.7653689072300155,-0.5594202953088067,0.7118231666317492,0.5391321247726982,-0.5075862139556586,0.42054050339981197,0.4517693748230043,-0.4560052673175046,0.23188742448711047,0.27790169752840344
F_011,Sugarcane,0.8241902734500783,-0.5099617098861933,0.638904188385131,0.772987004572619,-0.5719417488551768,0.6444060914842971,0.7497536244018941,-0.4381664387612213,0.6104905423705586,0.9182425124807985,-0.5414153528590047,1.007514380541744,0.8440529384273265,-0.5673371390652275,0.9501838106629085,0.8470151970516786,-0.5739473638397368,0.8746273929336357,0.8079002822894372,-0.5300779000652623,0.7811243224065824,0.8072364205892912,-0.4978557476102803,0.7906780991545486,0.8429905965960306,-0.5481922642854627,0.7503178186602448,0.8442557994071231,-0.6007401276011117,0.9084038814402867,0.7345192382570337,-0.6263625118480567,0.67535911752506,0.6608967231561933,-0.5543272024917422,0.43737349459067854,0.2834608211208648
F_012,Soybean,0.2581006886556983,-0.4288619247669308,0.13571698432084947,0.2141095529746868,-0.3393442455733983,0.10723978592250877,0.48269421364262216,-0.5465045213892314,0.2587295828124122,0.3815734612110551,-0.28902110923577257,0.20263079888337174,0.3179438929564814,-0.19594375542036666,0.15020581809350494,0.5465623683474923,-0.5859946736761384,0.3931621409278978,0.8121911924842811,-0.6433965708456952,0.8537200308544514,0.799075493158836,-0.6503732239910357,0.8460903423678335,0.4350581209534343,-0.545417315907492,0.27071489949320915,0.18688176120344327,-0.4190988060097011,0.09404287521168972,0.34468450649105425,-0.3289248687136455,0.1931996989837561,0.28648576552498417,-0.31026636054914597,0.13006397857025057,0.33305456903394914
F_013,Fallow,0.10530399496186908,-0.1417443233303998,0.05167004352611823,0.36311721350406934,-0.1866240328008757,0.15860776740559734,-0.021472878332970034,-0.3414397733328101,-0.009113747209292124,0.3927966298185212,-0.6895722548181217,0.23561810394170518,0.48410242131015707,-0.5021258471356042,0.25534735588027585,0.47517313841140435,-0.7460564467093226,0.30971923001833,0.21682473796987342,-0.4520863881373477,0.1233446291650254,0.0663458918807063,-0.24147926208967627,0.03077456530524473,0.317506311789533,-0.23260342658242403,0.17699018964926927,0.24560298160252608,-0.20946103304132307,0.12087203878004756,0.15418560116954672,-0.0840856296905665,0.07707369957156912,0.3630475714705744,-0.18009346597954462,0.1785319154179154,0.3657782554850486
F_014,Paddy,0.23570442879602468,-0.21062055015950926,0.114050508998467,0.321589112149933,-0.7889906351212191,0.16849619017198736,0.42624781588602595,-0.33603751341782057,0.25248232459877984,0.38874933775414333,-0.4898948141309646,0.22248176655651614,0.2465950745671155,-0.2995390841037915,0.141850514044564,0.5880680191617612,-0.662053321927861,0.443799460460847,0.7384353573985822,-0.6000607321977928,0.7129297016257301,0.8726715397810305,-0.710596150389749,1.0895343095504566,0.856099495274417,-0.6752370025906482,1.0280924990603433,0.9011210145526357,-0.5569602192733194,1.066752756662341,0.5691223464095634,-0.6350320852615223,0.454872921573446,0.3191212802565685,-0.421302975942102,0.16068609148234958,0.33088473445273353
F_015,Soybean,0.5409038897057675,-0.5308647822180034,0.3162593885039269,0.3960071385583705,-0.46342199033903114,0.2257179997770135,0.4987029218751563,-0.5916462499847731,0.28498394166890817,0.4269161871524392,-0.632317550387111,0.2270639319158074,0.39551045624918924,-0.37337414511872546,0.21831561027478516,0.5451731193191052,-0.6903544802577373,0.3420125626903717,0.793566794741535,-0.5258546138559654,0.8506450769388665,0.7581503261575521,-0.5705730260980862,0.719069553840227,0.6525291206584439,-0.43273389602069096,0.37980618325993354,0.27147696012839845,-0.2443397962327959,0.12727327193654275,0.26312781801282303,-0.3965467896709916,0.13983139089910201,0.33610073462343065,-0.47466015706815723,0.20025204733388643,0.3812103253052484
F_016,Paddy,0.44236623506255673,-0.2471812492074561,0.27137456087877104,0.25107801995992785,-0.5150235712217264,0.11387261965573542,0.2912452032302669,-0.5004961482762156,0.14128916554985635,0.4204345986666516,-0.6274195741315648,0.23350743942980418,0.33075153976867366,-0.5683218952331023,0.19731703636779188,0.5748705424810141,-0.6513006652451825,0.431604959621868,0.8037273502524561,-0.6822412016891757,0.7358493419556854,0.8393893693634915,-0.6228314529746289,0.9898445826158409,0.9196741778183131,-0.676323596429969,1.1317630763387074,0.7931530222365895,-0.6217172034688734,0.8019202088088853,0.5763478367742423,-0.6353736410892552,0.4581147314279193,0.45107767031537926,-0.5750350707989896,0.2499549468963852,0.31959707401990567
F_017,Sugarcane,0.5535719125172978,-0.3293855448272169,0.3450672781796837,0.8121970528693317,-0.5479214202123383,0.6393049355013037,0.7787793147374935,-0.581762576544924,0.7420492372459487,0.8442825545368041,-0.5587168793853147,0.9346848623340088,0.8774384782500266,-0.5942452423268196,0.9475440715238371,0.7639027671488396,-0.5857240764085476,0.7717194303050733,0.7591381388403807,-0.525963714442849,0.7201332636382638,0.7819234832112991,-0.5261965775773098,0.7495967616980379,0.8717655173022184,-0.6185190359440977,0.9372032802317471,0.7781156798886306,-0.6419237772705388,0.6938446689867944,0.6303050850503394,-0.6904704865300132,0.5097301233085652,0.5911576867747473,-0.4906370458695098,0.4216581985463636,0.25609445672235487
F_018,Fallow,0.49722659196968994,-0.37064600249486795,0.27215362068951787,0.22450830612067837,-0.5951672887699693,0.12214506359905604,0.06316142708003786,-0.2507422272343427,0.026511419144604267,0.562092829712436,-0.2948413207738657,0.3516009449330376,0.31939593220283163,-0.7120255169973561,0.17366700146698172,0.38235130302165077,-0.6216677883379862,0.2080944487176244,0.07164523869608702,-0.3876945980786293,0.032547005904210176,0.3246408517893156,-0.5104329661625295,0.17728392591362235,0.48569959801037815,-0.351526724259521,0.30294852555033963,0.07773371716768862,-0.4265214079216342,0.03075935977987328,0.32911284854609496,-0.35442809173449824,0.15007142537104123,0.351657176625585,-0.34390609936036365,0.18035120328330317,0.3922338242481937
F_019,Cotton,0.3717859248150621,-0.40062266532432494,0.21498527630329956,0.42311728822510736,-0.5337896171518942,0.23471406249516133,0.4222935039744688,-0.3892038324427651,0.24413362312450732,0.39987948037033527,-0.39397471734198874,0.23064197647597026,0.4494973471437215,-0.6449528781671899,0.3146527250950401,0.6816955635464231,-0.5920964437697102,0.5902122840369256,0.8487011999689913,-0.6260126916830088,0.7678277376514524,0.7429382882474848,-0.6359240690269338,0.7017852691373321,0.7737324072120615,-0.6357387832256628,0.8091494642933255,0.7211456148269435,-0.6132708784790649,0.6471253539099024,0.5637994932958662,-0.5165035404097665,0.4136063935748231,0.4852166122989919,-0.4503017294453002,0.3032029391835774,0.41269987961604837
F_020,Sugarcane,0.6908669008637103,-0.4044980724565232,0.5183566440013675,0.7257437639291631,-0.5916100155600538,0.6050163771787819,0.6843855062482103,-0.6106344117615751,0.6204209510008508,0.8944094650166864,-0.6304199313782366,0.9533939757360649,0.8644967055850712,-0.5861441135340533,0.7948634238273946,0.7939864853378191,-0.5706986075671232,0.8003045361584451,0.8155705246582445,-0.482884722509116,0.8464830308425471,0.8808585238644993,-0.6006005709796133,0.9067051735083849,0.8321633908940006,-0.6049800486083903,0.8089040297654839,0.846055813409,-0.5791954840584964,0.7632887045896948,0.6311810647788189,-0.4958151812946006,0.5141405806819436,0.6755123921756688,-0.6875860794568944,0.5588260512597882,0.24020222343264408
F_021,Sugarcane,0.6821904050778148,-0.5051048990493727,0.48313345655622364,0.6648033044838734,-0.6078618987307591,0.517020450799818,0.8204235647929574,-0.4779459837126928,0.7865382418831584,0.7547251128482103,-0.5479906980355164,0.6279069936159949,0.7788875766898258,-0.5810033700072327,0.7688444431138755,0.7533267639375899,-0.5962767738476319,0.6691966918708596,0.8278512379826565,-0.6709213078783581,0.8339289028882846,0.8032445265338287,-0.46409304589979095,0.7271908465859133,0.8527367889497658,-0.5327421797278082,0.7753130927909415,0.830833002824306,-0.6162311922394053,0.8707084906556191,0.7438146060207605,-0.596136184605882,0.6324241774517357,0.5876288212292307,-0.505968068447722,0.4025182346318074,0.2539324758252697
F_022,Fallow,0.4534217738982137,-0.5585417623306386,0.2591630594356131,-0.010752115414844396,-0.23792822652906231,-0.00488743783608379,0.30620698047624106,-0.5283772308643095,0.17037683322753078,0.31339572722490266,-0.32197544771792413,0.1505448484198358,0.175923403231561,-0.7210612562618919,0.09815729906205335,0.3274417160651638,-0.6084417082859468,0.1522544506761694,0.19419416026340067,-0.22412066139332273,0.09717519544222741,0.5332674950726136,-0.5063796933774724,0.3206136280965633,0.49144026799243495,-0.7635877056898791,0.28105024328379025,0.2993472365558559,-0.6327326760149656,0.1552708533980417,0.2643870018958476,-0.5625920950351866,0.13070112768488468,0.34382928680931996,-0.35405362871329893,0.1855515697210268,0.41319347675689966
F_023,Paddy,0.356980841148938,-0.4081370695419277,0.2018246471784829,0.38052039387321196,-0.5054951747162767,0.22134114554503326,0.2592976230633482,-0.3068631918765273,0.12974717653885,0.4699206899576893,-0.5406920745785355,0.2723244252582543,0.3707670063345251,-0.5422702856359204,0.20832301256999072,0.5892236390708622,-0.6093313804317944,0.4459734015597938,0.7967795059226582,-0.713049293932358,0.7893076359210839,0.8218388974828272,-0.6593235116044136,0.886754176828725,0.8367454408622896,-0.6920332898524859,0.8741864319029271,0.7369112315926566,-0.555975515129784,0.6769303945558403,0.5487598286664315,-0.5392384637172668,0.4188379692062255,0.44514939619071286,-0.5758354572207246,0.2744707325822846,0.2921880429982956
F_024,Sugarcane,0.6542810547022744,-0.5226914535520326,0.5194358818459102,0.7299622632923719,-0.5472827659872841,0.6356240821328207,0.7861804122012895,-0.6199798725397218,0.7391412171391705,0.7878345014912208,-0.5541881767053038,0.7432707735975429,0.9897846493585089,-0.6839419859584129,1.2329777647524043,0.9289088176894987,-0.6307320003289923,0.965528074470948,0.6882185934716489,-0.5773026865342125,0.6256255338765746,0.8441987330933503,-0.6189558548589078,0.869421109936674,0.9730922714115122,-0.6044259162744109,1.1312505335565337,0.8587007714925489,-0.5209557628248631,0.7666147020152975,0.5235089089090913,-0.5371259400485493,0.4009246078397075,0.643062897575863,-0.41130999065547275,0.42500933967099636,0.2641748665096228
F_025,Paddy,0.4533696233858471,-0.34708791157051855,0.24548233419015608,0.35217711811027025,-0.4132321323759549,0.1997285896014579,0.2548636685283077,-0.42759464471543607,0.12784693244790032,0.4331909850394734,-0.35441484857492805,0.23274687229078844,0.33827744649927516,-0.5566034638617577,0.1902767602746307,0.7305716900340071,-0.5437579269247287,0.554637402428459,0.8185192102030681,-0.5999884107035374,0.8948114283771063,0.8545330756963196,-0.6753831485873119,1.023346344744645,0.855385825403575,-0.6055334888545215,0.9379160440670155,0.842341027996014,-0.6492831346086354,0.8677093540730874,0.5056065674287852,-0.5659675323714722,0.34797871218229015,0.436658135261051,-0.4243810508892536,0.23769732338875127,0.2694951934161599
F_026,Soybean,0.26003806842346633,-0.5175209994238755,0.11857562997911175,0.34716165980463903,-0.42476360527698603,0.18656359522842805,0.39681202250516684,-0.28275534447015993,0.19735263431450328,0.4819623646139695,-0.48604358800474456,0.25772067084676026,0.6106096218043586,-0.3200857448207083,0.3517294692198111,0.5923796717337029,-0.5709264854816237,0.38600950214822183,0.8506133291544882,-0.6550787827544177,0.8700789387777166,0.8487136315132848,-0.6065821337744721,0.9712174134309138,0.4152166177734868,-0.31668162637956426,0.25990533115281217,0.34401021217849237,-0.3584392304188247,0.16373808429244457,0.3322497918682087,-0.36395060058815837,0.1917517857661211,0.20799095018058802,-0.40438504335864134,0.09715787789576921,0.28566807359285
F_027,Fallow,0.09518201723311491,-0.14473468763837868,0.04937537290558739,0.6150150177354237,-0.3838071321828872,0.330542766509219,-0.008143134177203429,-0.25345680291888656,-0.003526283272103929,0.13990934576032188,-0.27512252539875914,0.059493393698718644,0.23310683789071449,-0.3169614597654984,0.11278565810849636,0.41521854945775416,-0.30244493634024394,0.22783277840179691,0.4044454955478788,-0.6863615928382735,0.23071251289278194,0.30866423660159237,-0.4175033714943994,0.1719604612482089,0.09967440757456761,-0.33415048298855593,0.047988007892323804,0.41476595215999246,-0.45169718992920055,0.2412863891496867,0.35722743359580333,-0.5231282438780764,0.17736979509940415,0.14321286072081615,-0.3487150508162109,0.06988515709225764,0.41872477765273186
F_028,Sugarcane,0.617490584357888,-0.7401910773900371,0.46043882880658793,0.7434648266672415,-0.5671204216517449,0.648225918021295,0.8252523807329463,-0.5921602286409962,0.8455698383870496,0.7709999799034716,-0.5200740586691851,0.7443979243390532,0.7949356772091483,-0.5733147188133262,0.8154030102912818,0.8552588063616752,-0.612402213148946,0.8792087567807426,0.8672840690095154,-0.5823002973341037,0.9205171911804045,0.8770379888763185,-0.5676014916338178,0.896150818332194,0.7775752549386936,-0.6920750251311468,0.7280809009404421,0.8094771640748332,-0.49310011969154827,0.8327302286964018,0.534741401358172,-0.5950282850991728,0.3783139240981515,0.6676542083500681,-0.47465090137042565,0.5134726488953028,0.2468994888732889
F_029,Soybean,0.3643103868079728,-0.6121170042200066,0.20707310948625993,0.3691022282185487,-0.5035670790276687,0.1982184066983382,0.3258448294240969,-0.4405425515699696,0.16209771030933778,0.2459258759477752,-0.6422973761814046,0.1327584822881358,0.37264464218513366,-0.3654411271240837,0.18561811186204363,0.6503185144843378,-0.4603001758316817,0.5065874214533266,0.8481035914505647,-0.6287128646735043,0.9958719891742216,0.8543700297517466,-0.6198914865668388,0.8882009441255092,0.5033048760611686,-0.6571158062862461,0.3236377580938027,0.31332109859259816,-0.4954711582443229,0.15445164574352124,0.3948092320121315,-0.5046084327711504,0.2170159422250867,0.2530764618201068,-0.49453898637639876,0.13859717094041202,0.2897131380764313
F_030,Cotton,0.2358386500431714,-0.19981033375472707,0.11285576427419779,0.17130754355488037,-0.5478650099077217,0.09258664802894573,0.41552567281666164,-0.4959767045009276,0.25866367277683083,0.22127370554223702,-0.328035106081752,0.10490608126299782,0.6206990596347701,-0.5847518756895833,0.4479664196002574,0.6773071649913954,-0.6150490417669673,0.5141618785006026,0.7110678497066852,-0.6171819104546512,0.6249477986390316,0.8095691290018215,-0.6265618505498239,0.8357390354525358,0.8055236847873267,-0.6568611840820096,0.811510372076843,0.7992746360047827,-0.6841731456935548,0.7720040809476805,0.6102139288555535,-0.5042931474097178,0.44715770311203934,0.457281122067833,-0.6072147297141002,0.2876910999518926,0.36852596249791286
F_031,Cotton,0.3322919064939008,-0.7085745476120926,0.1626648690420362,0.5029489211853132,-0.4509418287718652,0.2804919898017493,0.3512964008972456,-0.3862646030184362,0.17925166870847864,0.18269877784498495,-0.32102614348612035,0.0879888453835245,0.4940839780910544,-0.46642328104622377,0.3013564016354368,0.5834586790593775,-0.6992670625039734,0.43607886695535497,0.8524969954065248,-0.5994382555554333,0.8752214183555751,0.8046346610787302,-0.5942482334606162,0.764364925150567,0.8874612437520903,-0.7569369932638247,1.0171430031925845,0.7102191225854734,-0.5843626308057319,0.6230317319692775,0.6397995815438539,-0.6793006788214645,0.4915387478677037,0.5359453570726156,-0.5891507033695071,0.3460122982308982,0.4509417234430159
F_032,Cotton,0.1967774847950177,-0.3830884265029994,0.08940038085818065,0.3036139007479981,-0.26894234100501946,0.15323513292434332,0.34380815194662656,-0.6355768889140577,0.19762953854621634,0.4885315858180418,-0.4991940642329424,0.30489197653942957,0.5484444889780282,-0.4961636208197863,0.42245698690885536,0.5985149400748643,-0.8634120520610971,0.5065307910375711,0.7680440116249918,-0.5724977341921449,0.6372195957841502,0.8288589336718731,-0.6570276763940881,0.8153942772251401,0.8660676136546559,-0.6511335617532216,0.8833607112247716,0.7329061406543171,-0.6561518112424881,0.6670832401790332,0.6233369129075884,-0.5263576253742372,0.4815240270530162,0.5529119003887575,-0.5673939424403383,0.3828728079645024,0.3864865713601153
F_033,Soybean,0.30071291133545297,-0.4173223091642783,0.13325034082620266,0.2662798620251353,-0.5633337484697581,0.12701721801848032,0.36367208846156596,-0.6326660521415601,0.21745766280865383,0.22911327458016592,-0.3091855532418487,0.09882304550098377,0.29863846288852947,-0.3640682941625129,0.1677330695646204,0.38050436739900473,-0.557934000401888,0.2349544499542615,0.9198221863808437,-0.6371678958732264,1.0263106852099653,0.8220515745186242,-0.5455658121076755,0.8653398311051642,0.36277695989471,-0.6087111579193996,0.22207714353892172,0.43341939137482255,-0.6594884512960446,0.2369391447005419,0.459910195203328,-0.6008577395562991,0.30090530325583564,0.3367900769807837,-0.459606921550199,0.18191847231305988,0.3593506716748303
F_034,Paddy,0.3123539808168106,-0.4715369373727359,0.15598268677627505,0.3518710961836806,-0.4438388054635717,0.18327531180660858,0.35500160869553515,-0.4929390250432437,0.1913893662000304,0.3119541476408094,-0.3650901809036116,0.17617679356311383,0.6712716216208183,-0.6208263602180645,0.3607441679889344,0.5394142922028852,-0.602502633438918,0.39358307959356553,0.6984375038110032,-0.5866030806402728,0.6584670260442007,0.8356238232161846,-0.593366463396527,1.0043985768328603,0.9097748941767371,-0.7131627671927591,1.1305987892172211,0.7330526479529892,-0.6712853912220763,0.6700057147486972,0.576392346500476,-0.6532563953327893,0.4740887040823747,0.2883417393257886,-0.3420408086545507,0.14740040166246274,0.2473511928340333
F_035,Fallow,0.2708416202195743,-0.5294243661749222,0.14676989537368568,0.08001199915649744,-0.42346204244959207,0.03926051261502577,0.44953082820031603,-0.4670282406676055,0.2620374488378243,0.5785325929673351,-0.3441207593680834,0.28754103205342807,0.1867186197383868,-0.4514687587594887,0.09637328707680205,0.3535158030010725,-0.7488031636542686,0.19361707694272373,0.08627561158115184,-0.5042355752244628,0.041219463226311315,0.20847729607726437,-0.4629437011387938,0.11796714009178444,0.8590291233718487,-0.452707322510356,0.6262292372147992,0.47604822235154287,-0.21138865707644502,0.2686429425232675,0.2005182279107869,-0.32889077669630523,0.09710146023301217,0.18925549865674723,-0.6184599631893828,0.10073371554401478,0.37290103758887444
F_036,Soybean,0.48513329407580214,-0.30614476513129646,0.276832188223045,0.531273893919793,-0.735906493569155,0.29112353097857535,0.342604594696051,-0.6885268171899209,0.19550430068256378,0.39166418202703157,-0.419805665461239,0.20950178730653507,0.3685271844148479,-0.3413162192870749,0.20057683723901726,0.45302050157687906,-0.4800897670049374,0.3086910063969809,0.8341504530195144,-0.6535491576319702,0.8480869939736033,0.8308093095361306,-0.5459712926917736,0.9129503824293479,0.40513264429432827,-0.6465506750924792,0.27785241892472423,0.45229003171232657,-0.2867522677319865,0.2295602240561187,0.41411728925234276,-0.6188187084235782,0.26120224742972936,0.4345769253265383,-0.5091553615063649,0.22474390346087564,0.31600881506739215
F_037,Paddy,0.27962234829103283,-0.36959427281623414,0.15589768297524095,0.2653782266004516,-0.4558842376966717,0.1334253304565797,0.32023438475456095,-0.3804351177538444,0.13588202179231043,0.2886779703854787,-0.43018453417856695,0.16504209478635462,0.3180134616791189,-0.45424472614195543,0.14748758212603663,0.5891953042329615,-0.5766087657117651,0.45744534987187524,0.7902652416327133,-0.563047708280467,0.8283880022526923,0.8379507036791211,-0.6864491187485372,0.9712852047793462,0.8776134065431711,-0.6099889640519055,1.0420621334651805,0.7842027481187201,-0.6285017638450754,0.8715016640851792,0.7027679226726862,-0.6295603971764465,0.6200290621081999,0.2734816688080284,-0.5110871335906112,0.14912780675297668,0.2994646474821269
